grid_point,pose,E_explicit_kcal,E_imp_cross_kcal,E_corrected_kcal,E_int_corrected_kcal
gp37,b0_rot0,-5909.628700623613,-4.961993388616078,-5904.666707234997,-4.446477002458778
gp37,b0_rot90,-5909.628700623613,-4.961993388616078,-5904.666707234997,-4.446477002458778
gp37,b0_rot180,-5909.628700625908,-4.9619933886160865,-5904.666707237292,-4.446477004753433
gp37,b0_rot270,-5909.6287006259045,-4.961993388616078,-5904.666707237288,-4.446477004749795
gp37,b1_rot0,-5886.713833484634,-14.480814572486732,-5872.233018912148,27.987211320390998
gp37,b1_rot90,-5886.713833487377,-14.480814572486732,-5872.233018914891,27.98721131764796
gp37,b1_rot180,-5886.713833486317,-14.480814572486732,-5872.23301891383,27.987211318708432
gp37,b1_rot270,-5886.71383348246,-14.480814572486732,-5872.233018909974,27.98721132256469
gp38,b0_rot0,-5909.628700628634,-4.961993388681865,-5904.666707239952,-4.446477007413705
gp38,b0_rot90,-5909.628700618556,-4.961993388681865,-5904.666707229874,-4.446476997335594
gp38,b0_rot180,-5909.628700625172,-4.961993388681874,-5904.666707236491,-4.446477003952168
gp38,b0_rot270,-5909.628700617459,-4.961993388681865,-5904.666707228777,-4.446476996238744
gp38,b1_rot0,-5886.713833461072,-14.480814572567128,-5872.233018888504,27.987211344034222
gp38,b1_rot90,-5886.713833438245,-14.480814572567118,-5872.233018865678,27.98721136686072
gp38,b1_rot180,-5886.713833441034,-14.480814572567128,-5872.233018868466,27.98721136407221
gp38,b1_rot270,-5886.713833433576,-14.480814572567128,-5872.2330188610085,27.987211371530066
gp39,b0_rot0,-5909.628700627553,-4.961993388681874,-5904.666707238872,-4.446477006333225
gp39,b0_rot90,-5909.628700614611,-4.961993388681865,-5904.66670722593,-4.446476993391116
gp39,b0_rot180,-5909.628700626788,-4.961993388681865,-5904.666707238106,-4.446477005567431
gp39,b0_rot270,-5909.628700607816,-4.961993388681874,-5904.666707219135,-4.446476986596281
gp39,b1_rot0,-5886.713833440822,-14.480814572567128,-5872.2330188682545,27.98721136428412
gp39,b1_rot90,-5886.713833417992,-14.480814572567128,-5872.233018845424,27.987211387114257
gp39,b1_rot180,-5886.713833441206,-14.480814572567128,-5872.233018868638,27.987211363900315
gp39,b1_rot270,-5886.713833440478,-14.480814572567118,-5872.233018867911,27.98721136462791
gp40,b0_rot0,-5909.628700625175,-4.961993388681865,-5904.6667072364935,-4.446477003954897
gp40,b0_rot90,-5909.628700618554,-4.961993388681874,-5904.666707229872,-4.446476997333775
gp40,b0_rot180,-5909.628700628636,-4.961993388681874,-5904.666707239954,-4.446477007415524
gp40,b0_rot270,-5909.628700617461,-4.961993388681865,-5904.666707228779,-4.446476996240563
gp40,b1_rot0,-5886.713833433507,-14.480814572567118,-5872.233018860939,27.987211371599187
gp40,b1_rot90,-5886.71383344074,-14.480814572567118,-5872.233018868173,27.987211364365976
gp40,b1_rot180,-5886.713833435973,-14.480814572567137,-5872.233018863406,27.987211369132638
gp40,b1_rot270,-5886.713833421593,-14.480814572567118,-5872.233018849026,27.98721138351266
gp41,b0_rot0,-5909.628700626788,-4.961993388681865,-5904.666707238106,-4.446477005567431
gp41,b0_rot90,-5909.628700614611,-4.961993388681865,-5904.66670722593,-4.446476993391116
gp41,b0_rot180,-5909.628700627555,-4.961993388681874,-5904.666707238874,-4.446477006335044
gp41,b0_rot270,-5909.62870060782,-4.961993388681865,-5904.6667072191385,-4.446476986599919
gp41,b1_rot0,-5886.7138334390875,-14.480814572567137,-5872.23301886652,27.987211366018528
gp41,b1_rot90,-5886.713833424288,-14.480814572567137,-5872.233018851721,27.987211380817826
gp41,b1_rot180,-5886.713833456862,-14.480814572567128,-5872.233018884294,27.987211348244273
gp41,b1_rot270,-5886.713833442429,-14.480814572567137,-5872.233018869862,27.987211362677044
gp42,b0_rot0,-5909.628700628634,-4.961993388681865,-5904.666707239952,-4.446477007413705
gp42,b0_rot90,-5909.62870061746,-4.961993388681874,-5904.666707228778,-4.446476996239653
gp42,b0_rot180,-5909.628700625174,-4.961993388681865,-5904.666707236493,-4.446477003953987
gp42,b0_rot270,-5909.628700618551,-4.961993388681865,-5904.66670722987,-4.446476997331047
gp42,b1_rot0,-5886.713833440932,-14.480814572567128,-5872.2330188683645,27.987211364174073
gp42,b1_rot90,-5886.713833432994,-14.480814572567128,-5872.2330188604265,27.987211372112142
gp42,b1_rot180,-5886.713833460968,-14.480814572567118,-5872.233018888401,27.987211344137904
gp42,b1_rot270,-5886.713833438661,-14.480814572567137,-5872.2330188660935,27.98721136644508
gp43,b0_rot0,-5909.628700627553,-4.961993388681874,-5904.666707238872,-4.446477006333225
gp43,b0_rot90,-5909.62870060782,-4.961993388681874,-5904.6667072191385,-4.446476986599919
gp43,b0_rot180,-5909.628700626785,-4.961993388681865,-5904.666707238103,-4.446477005564702
gp43,b0_rot270,-5909.628700614613,-4.961993388681874,-5904.6667072259315,-4.446476993392935
gp43,b1_rot0,-5886.713833440515,-14.480814572567128,-5872.233018867948,27.98721136459062
gp43,b1_rot90,-5886.713833436219,-14.480814572567128,-5872.2330188636515,27.987211368887074
gp43,b1_rot180,-5886.713833423997,-14.480814572567137,-5872.23301885143,27.987211381108864
gp43,b1_rot270,-5886.713833429762,-14.480814572567118,-5872.233018857195,27.987211375343577
gp44,b0_rot0,-5909.628700625175,-4.961993388681865,-5904.6667072364935,-4.446477003954897
gp44,b0_rot90,-5909.62870061746,-4.961993388681874,-5904.666707228778,-4.446476996239653
gp44,b0_rot180,-5909.628700628637,-4.961993388681874,-5904.666707239955,-4.4464770074164335
gp44,b0_rot270,-5909.628700618557,-4.961993388681874,-5904.666707229875,-4.446476997336504
gp44,b1_rot0,-5886.713833439946,-14.480814572567118,-5872.233018867379,27.987211365159965
gp44,b1_rot90,-5886.713833439008,-14.480814572567128,-5872.233018866441,27.987211366097654
gp44,b1_rot180,-5886.713833418359,-14.480814572567118,-5872.233018845792,27.98721138674682
gp44,b1_rot270,-5886.713833441059,-14.480814572567128,-5872.233018868492,27.987211364046743
gp45,b0_rot0,-5909.628700626788,-4.961993388681865,-5904.666707238106,-4.446477005567431
gp45,b0_rot90,-5909.628700607821,-4.961993388681865,-5904.666707219139,-4.446476986600828
gp45,b0_rot180,-5909.628700627554,-4.961993388681874,-5904.666707238873,-4.446477006334135
gp45,b0_rot270,-5909.628700614606,-4.961993388681865,-5904.666707225924,-4.446476993385659
gp45,b1_rot0,-5886.713833459226,-14.480814572567137,-5872.233018886659,27.987211345879587
gp45,b1_rot90,-5886.713833441323,-14.480814572567137,-5872.233018868756,27.98721136378299
gp45,b1_rot180,-5886.7138334399515,-14.480814572567118,-5872.233018867384,27.987211365154508
gp45,b1_rot270,-5886.713833427981,-14.480814572567137,-5872.233018855413,27.987211377125277
gp46,b0_rot0,-5909.628700618554,-4.961993388681874,-5904.666707229872,-4.446476997333775
gp46,b0_rot90,-5909.628700628633,-4.961993388681874,-5904.666707239951,-4.4464770074127955
gp46,b0_rot180,-5909.628700617461,-4.961993388681874,-5904.666707228779,-4.446476996240563
gp46,b0_rot270,-5909.628700625173,-4.961993388681874,-5904.666707236492,-4.446477003953078
gp46,b1_rot0,-5886.713833441557,-14.480814572567118,-5872.233018868989,27.98721136354925
gp46,b1_rot90,-5886.713833458532,-14.480814572567118,-5872.233018885964,27.98721134657444
gp46,b1_rot180,-5886.71383342805,-14.480814572567128,-5872.233018855482,27.987211377056155
gp46,b1_rot270,-5886.7138334421525,-14.480814572567118,-5872.233018869585,27.98721136295353
gp47,b0_rot0,-5909.62870061461,-4.961993388681874,-5904.666707225929,-4.446476993390206
gp47,b0_rot90,-5909.628700627554,-4.961993388681865,-5904.666707238873,-4.446477006334135
gp47,b0_rot180,-5909.628700607817,-4.961993388681874,-5904.666707219136,-4.44647698659719
gp47,b0_rot270,-5909.6287006267885,-4.961993388681865,-5904.666707238107,-4.44647700556834
gp47,b1_rot0,-5886.713833442128,-14.480814572567128,-5872.2330188695605,27.987211362978087
gp47,b1_rot90,-5886.7138334394,-14.480814572567128,-5872.233018866833,27.98721136570566
gp47,b1_rot180,-5886.71383342553,-14.480814572567128,-5872.233018852962,27.987211379576365
gp47,b1_rot270,-5886.713833457786,-14.480814572567128,-5872.233018885218,27.987211347320226
gp48,b0_rot0,-5909.628700617465,-4.961993388681874,-5904.666707228784,-4.44647699624511
gp48,b0_rot90,-5909.628700628637,-4.961993388681874,-5904.666707239955,-4.4464770074164335
gp48,b0_rot180,-5909.628700618558,-4.961993388681874,-5904.666707229876,-4.446476997337413
gp48,b0_rot270,-5909.628700625172,-4.961993388681874,-5904.666707236491,-4.446477003952168
gp48,b1_rot0,-5886.7138334425,-14.480814572567128,-5872.2330188699325,27.987211362606104
gp48,b1_rot90,-5886.713833438996,-14.480814572567137,-5872.233018866428,27.987211366110387
gp48,b1_rot180,-5886.713833423936,-14.480814572567128,-5872.233018851369,27.9872113811698
gp48,b1_rot270,-5886.713833456577,-14.480814572567137,-5872.23301888401,27.987211348528945
gp49,b0_rot0,-5909.628700607819,-4.961993388681874,-5904.666707219138,-4.446476986599009
gp49,b0_rot90,-5909.628700627553,-4.961993388681874,-5904.666707238872,-4.446477006333225
gp49,b0_rot180,-5909.628700614609,-4.961993388681874,-5904.666707225928,-4.446476993389297
gp49,b0_rot270,-5909.628700626788,-4.961993388681874,-5904.666707238106,-4.446477005567431
gp49,b1_rot0,-5886.713833442494,-14.480814572567128,-5872.233018869927,27.98721136261156
gp49,b1_rot90,-5886.713833456428,-14.480814572567128,-5872.2330188838605,27.987211348678102
gp49,b1_rot180,-5886.713833425018,-14.480814572567128,-5872.23301885245,27.98721138008841
gp49,b1_rot270,-5886.713833442187,-14.480814572567137,-5872.23301886962,27.98721136291897
gp50,b0_rot0,-5909.628700618554,-4.961993388681874,-5904.666707229872,-4.446476997333775
gp50,b0_rot90,-5909.628700625172,-4.961993388681874,-5904.666707236491,-4.446477003952168
gp50,b0_rot180,-5909.628700617461,-4.961993388681865,-5904.666707228779,-4.446476996240563
gp50,b0_rot270,-5909.6287006286375,-4.961993388681874,-5904.666707239956,-4.446477007417343
gp50,b1_rot0,-5886.713833420165,-14.480814572567118,-5872.233018847598,27.987211384940565
gp50,b1_rot90,-5886.71383343637,-14.480814572567128,-5872.2330188638025,27.987211368736098
gp50,b1_rot180,-5886.713833440992,-14.480814572567128,-5872.233018868425,27.987211364114046
gp50,b1_rot270,-5886.713833435943,-14.480814572567128,-5872.233018863376,27.98721136916265
gp51,b0_rot0,-5909.62870061461,-4.961993388681874,-5904.666707225929,-4.446476993390206
gp51,b0_rot90,-5909.628700626788,-4.961993388681865,-5904.666707238106,-4.446477005567431
gp51,b0_rot180,-5909.62870060782,-4.961993388681874,-5904.6667072191385,-4.446476986599919
gp51,b0_rot270,-5909.628700627555,-4.961993388681874,-5904.666707238874,-4.446477006335044
gp51,b1_rot0,-5886.7138334562405,-14.480814572567118,-5872.233018883673,27.987211348865458
gp51,b1_rot90,-5886.7138334247875,-14.480814572567118,-5872.23301885222,27.987211380318513
gp51,b1_rot180,-5886.713833442183,-14.480814572567118,-5872.233018869616,27.987211362922608
gp51,b1_rot270,-5886.713833442541,-14.480814572567128,-5872.233018869973,27.987211362565176
gp52,b0_rot0,-5909.628700617465,-4.961993388681874,-5904.666707228784,-4.44647699624511
gp52,b0_rot90,-5909.628700625173,-4.961993388681874,-5904.666707236492,-4.446477003953078
gp52,b0_rot180,-5909.628700618551,-4.961993388681874,-5904.66670722987,-4.446476997331047
gp52,b0_rot270,-5909.628700628637,-4.961993388681874,-5904.666707239955,-4.4464770074164335
gp52,b1_rot0,-5886.713833440772,-14.480814572567128,-5872.233018868204,27.987211364334144
gp52,b1_rot90,-5886.7138334359615,-14.480814572567128,-5872.233018863394,27.98721136914446
gp52,b1_rot180,-5886.713833421373,-14.480814572567118,-5872.233018848806,27.987211383732756
gp52,b1_rot270,-5886.713833433902,-14.480814572567137,-5872.233018861335,27.987211371203557
gp53,b0_rot0,-5909.628700607819,-4.961993388681874,-5904.666707219138,-4.446476986599009
gp53,b0_rot90,-5909.628700626784,-4.961993388681874,-5904.666707238102,-4.446477005563793
gp53,b0_rot180,-5909.628700614611,-4.961993388681865,-5904.66670722593,-4.446476993391116
gp53,b0_rot270,-5909.628700627552,-4.961993388681874,-5904.66670723887,-4.446477006331406
gp53,b1_rot0,-5886.7138334411065,-14.480814572567118,-5872.233018868539,27.98721136399945
gp53,b1_rot90,-5886.713833440132,-14.480814572567118,-5872.233018867564,27.987211364974428
gp53,b1_rot180,-5886.713833439642,-14.480814572567118,-5872.233018867075,27.987211365463736
gp53,b1_rot270,-5886.713833418209,-14.480814572567128,-5872.233018845642,27.987211386896888
gp54,b0_rot0,-5909.628700622548,-4.961993388681865,-5904.666707233867,-4.446477001328276
gp54,b0_rot90,-5909.628700622548,-4.961993388681865,-5904.666707233867,-4.446477001328276
gp54,b0_rot180,-5909.628700625216,-4.961993388681874,-5904.666707236534,-4.446477003995824
gp54,b0_rot270,-5909.628700625216,-4.961993388681865,-5904.666707236534,-4.446477003995824
gp54,b1_rot0,-5886.713833442371,-14.480814572567128,-5872.233018869803,27.987211362735252
gp54,b1_rot90,-5886.713833439156,-14.480814572567128,-5872.233018866588,27.987211365950316
gp54,b1_rot180,-5886.713833424556,-14.480814572567137,-5872.233018851988,27.987211380550434
gp54,b1_rot270,-5886.713833457071,-14.480814572567118,-5872.2330188845035,27.98721134803509
gp55,b0_rot0,-5909.628700625217,-4.961993388681874,-5904.666707236535,-4.446477003996733
gp55,b0_rot90,-5909.628700625218,-4.961993388681874,-5904.666707236536,-4.446477003997643
gp55,b0_rot180,-5909.62870062255,-4.961993388681874,-5904.666707233869,-4.446477001330095
gp55,b0_rot270,-5909.628700622549,-4.961993388681874,-5904.666707233868,-4.446477001329185
gp55,b1_rot0,-5886.713833441814,-14.480814572567118,-5872.233018869247,27.987211363291863
gp55,b1_rot90,-5886.713833458112,-14.480814572567118,-5872.233018885545,27.987211346993718
gp55,b1_rot180,-5886.713833427365,-14.480814572567128,-5872.233018854798,27.987211377741005
gp55,b1_rot270,-5886.713833442168,-14.480814572567118,-5872.2330188696005,27.98721136293807
gp56,b0_rot0,-5909.628700625212,-4.961993388681865,-5904.666707236531,-4.446477003992186
gp56,b0_rot90,-5909.628700622549,-4.961993388681865,-5904.666707233868,-4.446477001329185
gp56,b0_rot180,-5909.628700622551,-4.961993388681865,-5904.66670723387,-4.446477001331004
gp56,b0_rot270,-5909.628700625218,-4.961993388681865,-5904.666707236536,-4.446477003997643
gp56,b1_rot0,-5886.713833441029,-14.480814572567137,-5872.233018868462,27.987211364076757
gp56,b1_rot90,-5886.713833459196,-14.480814572567137,-5872.233018886629,27.9872113459096
gp56,b1_rot180,-5886.713833429269,-14.480814572567137,-5872.233018856701,27.987211375837433
gp56,b1_rot270,-5886.7138334421015,-14.480814572567137,-5872.233018869534,27.987211363004462
gp57,b0_rot0,-5909.628700622549,-4.961993388681865,-5904.666707233868,-4.446477001329185
gp57,b0_rot90,-5909.628700625218,-4.961993388681865,-5904.666707236536,-4.446477003997643
gp57,b0_rot180,-5909.628700625214,-4.961993388681874,-5904.666707236533,-4.446477003994005
gp57,b0_rot270,-5909.628700622549,-4.961993388681865,-5904.666707233868,-4.446477001329185
gp57,b1_rot0,-5886.713833442807,-14.480814572567118,-5872.23301887024,27.987211362298694
gp57,b1_rot90,-5886.713833438241,-14.480814572567118,-5872.233018865673,27.987211366865267
gp57,b1_rot180,-5886.713833421345,-14.480814572567118,-5872.233018848778,27.98721138376095
gp57,b1_rot270,-5886.713833453885,-14.480814572567118,-5872.233018881318,27.98721135122105
gp58,b0_rot0,-5909.628700622548,-4.961993388681865,-5904.666707233867,-4.446477001328276
gp58,b0_rot90,-5909.628700625216,-4.961993388681874,-5904.666707236534,-4.446477003995824
gp58,b0_rot180,-5909.628700625216,-4.961993388681874,-5904.666707236534,-4.446477003995824
gp58,b0_rot270,-5909.628700622549,-4.961993388681865,-5904.666707233868,-4.446477001329185
gp58,b1_rot0,-5886.713833417955,-14.480814572567118,-5872.233018845388,27.987211387150637
gp58,b1_rot90,-5886.713833441517,-14.480814572567128,-5872.233018868949,27.987211363589267
gp58,b1_rot180,-5886.713833441543,-14.480814572567128,-5872.233018868976,27.987211363562892
gp58,b1_rot270,-5886.713833444727,-14.480814572567118,-5872.23301887216,27.98721136037875
gp59,b0_rot0,-5909.628700625217,-4.961993388681874,-5904.666707236535,-4.446477003996733
gp59,b0_rot90,-5909.628700622548,-4.961993388681874,-5904.666707233867,-4.446477001328276
gp59,b0_rot180,-5909.628700622549,-4.961993388681874,-5904.666707233868,-4.446477001329185
gp59,b0_rot270,-5909.628700625216,-4.961993388681874,-5904.666707236534,-4.446477003995824
gp59,b1_rot0,-5886.713833441132,-14.480814572567118,-5872.233018868565,27.987211363973984
gp59,b1_rot90,-5886.7138334431465,-14.480814572567118,-5872.233018870579,27.987211361959453
gp59,b1_rot180,-5886.713833417851,-14.480814572567118,-5872.233018845283,27.98721138725523
gp59,b1_rot270,-5886.713833441389,-14.480814572567118,-5872.233018868822,27.987211363716597
gp60,b0_rot0,-5909.628700625212,-4.961993388681865,-5904.666707236531,-4.446477003992186
gp60,b0_rot90,-5909.628700625217,-4.961993388681874,-5904.666707236535,-4.446477003996733
gp60,b0_rot180,-5909.628700622549,-4.961993388681865,-5904.666707233868,-4.446477001329185
gp60,b0_rot270,-5909.628700622551,-4.961993388681865,-5904.66670723387,-4.446477001331004
gp60,b1_rot0,-5886.713833446985,-14.480814572567118,-5872.233018874417,27.987211358121385
gp60,b1_rot90,-5886.713833442325,-14.480814572567128,-5872.233018869758,27.987211362780727
gp60,b1_rot180,-5886.713833436848,-14.480814572567118,-5872.233018864281,27.987211368257704
gp60,b1_rot270,-5886.713833418392,-14.480814572567128,-5872.2330188458245,27.98721138671408
gp61,b0_rot0,-5909.628700622549,-4.961993388681865,-5904.666707233868,-4.446477001329185
gp61,b0_rot90,-5909.62870062255,-4.961993388681874,-5904.666707233869,-4.446477001330095
gp61,b0_rot180,-5909.628700625217,-4.961993388681874,-5904.666707236535,-4.446477003996733
gp61,b0_rot270,-5909.628700625216,-4.961993388681874,-5904.666707236534,-4.446477003995824
gp61,b1_rot0,-5886.713833436769,-14.480814572567118,-5872.233018864202,27.98721136833683
gp61,b1_rot90,-5886.713833427149,-14.480814572567128,-5872.233018854582,27.987211377956555
gp61,b1_rot180,-5886.713833425981,-14.480814572567118,-5872.233018853413,27.987211379125256
gp61,b1_rot270,-5886.713833440441,-14.480814572567118,-5872.233018867873,27.9872113646652
gp62,b0_rot0,-5909.628700626329,-4.961993388071895,-5904.666707238257,-4.446477005718407
gp62,b0_rot90,-5909.6287006236325,-4.961993388071895,-5904.66670723556,-4.446477003021755
gp62,b0_rot180,-5909.628700628108,-4.961993388071895,-5904.666707240036,-4.4464770074973785
gp62,b0_rot270,-5909.628700618337,-4.961993388071895,-5904.666707230264,-4.446476997725767
gp62,b1_rot0,-5886.713833456168,-14.480814571821584,-5872.233018884346,27.98721134819243
gp62,b1_rot90,-5886.713833450391,-14.480814571821584,-5872.233018878569,27.987211353969542
gp62,b1_rot180,-5886.713833430477,-14.480814571821584,-5872.233018858656,27.98721137388293
gp62,b1_rot270,-5886.713833453728,-14.480814571821584,-5872.233018881906,27.987211350632606
gp63,b0_rot0,-5909.628700624141,-4.961993388071895,-5904.666707236069,-4.446477003530163
gp63,b0_rot90,-5909.628700624633,-4.961993388071895,-5904.666707236561,-4.446477004022199
gp63,b0_rot180,-5909.628700616783,-4.96199338807189,-5904.666707228711,-4.4464769961723505
gp63,b0_rot270,-5909.628700625433,-4.961993388071895,-5904.666707237361,-4.446477004822555
gp63,b1_rot0,-5886.713833455322,-14.480814571821584,-5872.2330188835,27.98721134903826
gp63,b1_rot90,-5886.713833460752,-14.480814571821584,-5872.23301888893,27.98721134360858
gp63,b1_rot180,-5886.713833438912,-14.480814571821584,-5872.23301886709,27.987211365448275
gp63,b1_rot270,-5886.7138334443725,-14.480814571821584,-5872.233018872551,27.98721135998767
gp64,b0_rot0,-5909.628700628106,-4.961993388071895,-5904.666707240034,-4.4464770074955595
gp64,b0_rot90,-5909.628700623635,-4.961993388071895,-5904.666707235563,-4.446477003024484
gp64,b0_rot180,-5909.628700626333,-4.961993388071895,-5904.666707238261,-4.446477005722045
gp64,b0_rot270,-5909.62870061834,-4.961993388071895,-5904.666707230268,-4.446476997729405
gp64,b1_rot0,-5886.7138334539795,-14.480814571821584,-5872.233018882158,27.987211350380676
gp64,b1_rot90,-5886.713833442772,-14.480814571821584,-5872.23301887095,27.98721136158838
gp64,b1_rot180,-5886.713833440105,-14.480814571821584,-5872.233018868284,27.987211364255018
gp64,b1_rot270,-5886.71383346439,-14.480814571821584,-5872.233018892568,27.9872113399706
gp65,b0_rot0,-5909.628700616788,-4.96199338807189,-5904.6667072287155,-4.446476996176898
gp65,b0_rot90,-5909.628700624628,-4.961993388071895,-5904.666707236556,-4.446477004017652
gp65,b0_rot180,-5909.628700624142,-4.96199338807189,-5904.66670723607,-4.446477003531072
gp65,b0_rot270,-5909.628700625433,-4.961993388071895,-5904.666707237361,-4.446477004822555
gp65,b1_rot0,-5886.7138334446345,-14.480814571821584,-5872.233018872813,27.987211359725734
gp65,b1_rot90,-5886.713833466526,-14.480814571821584,-5872.233018894704,27.987211337834196
gp65,b1_rot180,-5886.713833452897,-14.480814571821593,-5872.233018881076,27.987211351462975
gp65,b1_rot270,-5886.713833441958,-14.480814571821584,-5872.233018870136,27.987211362402377
gp66,b0_rot0,-5909.628700626329,-4.961993388071895,-5904.666707238257,-4.446477005718407
gp66,b0_rot90,-5909.628700618334,-4.961993388071895,-5904.666707230262,-4.446476997723039
gp66,b0_rot180,-5909.628700628107,-4.961993388071895,-5904.666707240035,-4.446477007496469
gp66,b0_rot270,-5909.628700623633,-4.96199338807189,-5904.666707235561,-4.446477003022665
gp66,b1_rot0,-5886.7138334306655,-14.480814571821584,-5872.233018858844,27.987211373694663
gp66,b1_rot90,-5886.713833451528,-14.480814571821584,-5872.233018879707,27.987211352831764
gp66,b1_rot180,-5886.713833456263,-14.480814571821584,-5872.233018884442,27.987211348096935
gp66,b1_rot270,-5886.713833452415,-14.480814571821584,-5872.233018880594,27.987211351945007
gp67,b0_rot0,-5909.628700624141,-4.961993388071895,-5904.666707236069,-4.446477003530163
gp67,b0_rot90,-5909.628700625434,-4.96199338807189,-5904.666707237362,-4.446477004823464
gp67,b0_rot180,-5909.628700616788,-4.96199338807189,-5904.6667072287155,-4.446476996176898
gp67,b0_rot270,-5909.628700624629,-4.961993388071895,-5904.666707236557,-4.446477004018561
gp67,b1_rot0,-5886.713833461617,-14.480814571821584,-5872.233018889795,27.98721134274365
gp67,b1_rot90,-5886.713833440497,-14.480814571821584,-5872.233018868676,27.987211363863025
gp67,b1_rot180,-5886.713833443834,-14.480814571821584,-5872.2330188720125,27.98721136052609
gp67,b1_rot270,-5886.713833455054,-14.480814571821584,-5872.233018883232,27.987211349306563
gp68,b0_rot0,-5909.628700628106,-4.961993388071895,-5904.666707240034,-4.4464770074955595
gp68,b0_rot90,-5909.628700618334,-4.961993388071895,-5904.666707230262,-4.446476997723039
gp68,b0_rot180,-5909.628700626328,-4.961993388071895,-5904.666707238256,-4.446477005717497
gp68,b0_rot270,-5909.6287006236325,-4.961993388071895,-5904.66670723556,-4.446477003021755
gp68,b1_rot0,-5886.713833459937,-14.480814571821584,-5872.233018888115,27.987211344423486
gp68,b1_rot90,-5886.7138334553065,-14.480814571821584,-5872.233018883485,27.987211349053723
gp68,b1_rot180,-5886.713833445457,-14.480814571821584,-5872.233018873635,27.98721135890355
gp68,b1_rot270,-5886.713833433932,-14.480814571821584,-5872.233018862111,27.987211370427758
gp69,b0_rot0,-5909.628700616788,-4.96199338807189,-5904.6667072287155,-4.446476996176898
gp69,b0_rot90,-5909.6287006254315,-4.96199338807189,-5904.666707237359,-4.446477004820736
gp69,b0_rot180,-5909.6287006241455,-4.961993388071895,-5904.666707236073,-4.44647700353471
gp69,b0_rot270,-5909.628700624631,-4.961993388071895,-5904.666707236559,-4.44647700402038
gp69,b1_rot0,-5886.713833456269,-14.480814571821584,-5872.233018884447,27.987211348091478
gp69,b1_rot90,-5886.713833453608,-14.480814571821584,-5872.233018881786,27.98721135075266
gp69,b1_rot180,-5886.713833431128,-14.480814571821584,-5872.233018859306,27.98721137323264
gp69,b1_rot270,-5886.713833450312,-14.480814571821584,-5872.233018878491,27.98721135404776
gp70,b0_rot0,-5909.6287006236325,-4.961993388071895,-5904.66670723556,-4.446477003021755
gp70,b0_rot90,-5909.62870062633,-4.961993388071895,-5904.666707238258,-4.446477005719316
gp70,b0_rot180,-5909.628700618338,-4.961993388071895,-5904.666707230266,-4.446476997727586
gp70,b0_rot270,-5909.628700628104,-4.961993388071895,-5904.666707240031,-4.446477007492831
gp70,b1_rot0,-5886.713833467458,-14.480814571821584,-5872.233018895637,27.987211336901964
gp70,b1_rot90,-5886.7138334466645,-14.480814571821584,-5872.233018874843,27.98721135769574
gp70,b1_rot180,-5886.713833445035,-14.480814571821584,-5872.233018873213,27.987211359325556
gp70,b1_rot270,-5886.713833461868,-14.480814571821584,-5872.233018890046,27.98721134249263
gp71,b0_rot0,-5909.628700624629,-4.961993388071895,-5904.666707236557,-4.446477004018561
gp71,b0_rot90,-5909.628700624145,-4.96199338807189,-5904.666707236072,-4.446477003533801
gp71,b0_rot180,-5909.6287006254315,-4.961993388071895,-5904.666707237359,-4.446477004820736
gp71,b0_rot270,-5909.628700616786,-4.961993388071895,-5904.666707228714,-4.446476996175079
gp71,b1_rot0,-5886.713833463964,-14.480814571821584,-5872.233018892142,27.987211340396243
gp71,b1_rot90,-5886.71383344587,-14.480814571821584,-5872.233018874048,27.98721135849064
gp71,b1_rot180,-5886.71383344266,-14.480814571821584,-5872.233018870838,27.987211361700247
gp71,b1_rot270,-5886.7138334539695,-14.480814571821584,-5872.233018882148,27.98721135039068
gp72,b0_rot0,-5909.628700618337,-4.961993388071895,-5904.666707230264,-4.446476997725767
gp72,b0_rot90,-5909.628700626331,-4.961993388071895,-5904.666707238259,-4.446477005720226
gp72,b0_rot180,-5909.628700623631,-4.961993388071895,-5904.6667072355585,-4.446477003019936
gp72,b0_rot270,-5909.628700628107,-4.961993388071895,-5904.666707240035,-4.446477007496469
gp72,b1_rot0,-5886.713833435529,-14.480814571821584,-5872.233018863707,27.987211368831595
gp72,b1_rot90,-5886.713833461348,-14.480814571821584,-5872.233018889527,27.98721134301195
gp72,b1_rot180,-5886.713833454969,-14.480814571821584,-5872.233018883147,27.987211349391146
gp72,b1_rot270,-5886.7138334445,-14.480814571821584,-5872.233018872678,27.98721135986034
gp73,b0_rot0,-5909.628700625435,-4.96199338807189,-5904.666707237363,-4.446477004824374
gp73,b0_rot90,-5909.628700624141,-4.96199338807189,-5904.666707236069,-4.446477003530163
gp73,b0_rot180,-5909.628700624629,-4.961993388071895,-5904.666707236557,-4.446477004018561
gp73,b0_rot270,-5909.628700616786,-4.96199338807189,-5904.666707228714,-4.446476996175079
gp73,b1_rot0,-5886.713833454942,-14.480814571821584,-5872.23301888312,27.98721134941843
gp73,b1_rot90,-5886.7138334444335,-14.480814571821593,-5872.233018872612,27.987211359926732
gp73,b1_rot180,-5886.713833435663,-14.480814571821593,-5872.233018863842,27.98721136869699
gp73,b1_rot270,-5886.713833461455,-14.480814571821593,-5872.233018889633,27.98721134290554
gp74,b0_rot0,-5909.6287006236325,-4.961993388071895,-5904.66670723556,-4.446477003021755
gp74,b0_rot90,-5909.628700628106,-4.961993388071895,-5904.666707240034,-4.4464770074955595
